director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Alfonso Cuarón,Phaldut Sharma,Amy Warren,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity
Roger Donaldson,Jamie Renée Smith,Tzi Ma,Tzi Ma,Action Adventure Thriller,dante's peak
Dave Green,Stephen Amell,Brad Garrett,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows
Josh Trank,Tim Blake Nelson,Tim Heidecker,Tim Heidecker,Action Adventure Sci-Fi,fantastic four
Shawn Levy,Robin Williams,Steve Coogan,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum
Brad Peyton,Dwayne Johnson,Archie Panjabi,Archie Panjabi,Action Adventure Drama Thriller,san andreas
Roger Spottiswoode,Vincent Schiavelli,Joe Don Baker,Joe Don Baker,Action Adventure Thriller,tomorrow never dies
Roland Emmerich,Heath Ledger,Tom Wilkinson,Tom Wilkinson,Action Drama History War,the patriot
Steven Soderbergh,Brad Pitt,Mini Anden,Mini Anden,Crime Thriller,ocean's twelve
Doug Liman,Brad Pitt,Stephanie March,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith
Robert Schwentke,Kate Winslet,Mekhi Phifer,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent
Martin Scorsese,Leonardo DiCaprio,Frances Conroy,Frances Conroy,Biography Drama,the aviator
Rob Letterman,James Corden,Olly Alexander,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels
Michel Gondry,Christoph Waltz,Chad L. Coleman,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet
unknown,George Peppard,Dwight Schultz,Dwight Schultz,Action Adventure Crime,the a-team            
Noam Murro,Eva Green,Peter Mensah,Peter Mensah,Action Drama Fantasy War,300: rise of an empire
Raja Gosnell,Mahadeo Shivraj,Madison McKinley,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs
Will Finn,Steve Buscemi,G.W. Bailey,G.W. Bailey,Animation Comedy Family Music Western,home on the range
Robert Schwentke,Naomi Watts,Zoë Kravitz,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant
Shawn Levy,Hugh Jackman,Olga Fonda,Olga Fonda,Action Drama Sci-Fi Sport,real steel
Raja Gosnell,Jacob Tremblay,Vanessa Matsui,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2
Jan de Bont,Jason Patric,Lois Chiles,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control
Gavin Hood,Harrison Ford,Aramis Knight,Aramis Knight,Action Sci-Fi,ender's game
Len Wiseman,Bruce Willis,Cyril Raffaelli,Cyril Raffaelli,Action Adventure Thriller,live free or die hard
Peter Jackson,Christopher Lee,Billy Boyd,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring
Frank Coraci,Jim Broadbent,Cécile De France,Cécile De France,Action Adventure Comedy,around the world in 80 days
Michael Mann,Will Smith,Joe Morton,Joe Morton,Biography Drama Sport,ali
Bo Welch,Sean Hayes,Spencer Breslin,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat
Alex Proyas,Will Smith,Chi McBride,Chi McBride,Action Mystery Sci-Fi Thriller,"i, robot"
Ridley Scott,Liam Neeson,Philip Glenister,Philip Glenister,Action Adventure Drama History War,kingdom of heaven
Rob Minkoff,Chazz Palminteri,Jeffrey Jones,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little
Ron Clements,Oprah Winfrey,Anika Noni Rose,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog
Ridley Scott,Matt Damon,Benedict Wong,Benedict Wong,Adventure Drama Sci-Fi,the martian
Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,"10,000 b.c.            "
Michael Bay,Scarlett Johansson,Djimon Hounsou,Djimon Hounsou,Action Adventure Romance Sci-Fi Thriller,the island
Peter Chelsom,Del Zamora,Garry Shandling,Garry Shandling,Comedy Romance,town & country
Dominic Sena,Nicolas Cage,Robert Duvall,Robert Duvall,Action Crime Thriller,gone in sixty seconds
Ridley Scott,Djimon Hounsou,Oliver Reed,Oliver Reed,Action Drama Romance,gladiator
Steven Spielberg,Tom Cruise,Jessica Capshaw,Jessica Capshaw,Action Mystery Sci-Fi Thriller,minority report
Chris Columbus,Daniel Radcliffe,Emma Watson,Emma Watson,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets
Martin Campbell,Eva Green,Ivana Milicevic,Ivana Milicevic,Action Adventure Thriller,casino royale
Tim Burton,Cary-Hiroyuki Tagawa,Erick Avari,Erick Avari,Action Adventure Sci-Fi Thriller,planet of the apes
James Cameron,Joe Morton,S. Epatha Merkerson,S. Epatha Merkerson,Action Sci-Fi,terminator 2: judgment day
Michael Mann,Johnny Depp,Stephen Graham,Stephen Graham,Biography Crime Drama History Romance,public enemies
Ridley Scott,Denzel Washington,RZA,RZA,Biography Crime Drama,american gangster
James Cameron,Jamie Lee Curtis,Tom Arnold,Tom Arnold,Action Comedy Thriller,true lies
Tony Scott,Denzel Washington,Michael Rispoli,Michael Rispoli,Action Crime Thriller,the taking of pelham 1 2 3
Paul Weitz,Robert De Niro,Teri Polo,Teri Polo,Comedy Romance,little fockers
Adam McKay,Dwayne Johnson,Derek Jeter,Derek Jeter,Action Comedy Crime,the other guys
Chuck Russell,Vanessa Williams,Roma Maffia,Roma Maffia,Action Drama Mystery Thriller,eraser
Quentin Tarantino,Leonardo DiCaprio,Ato Essandoh,Ato Essandoh,Drama Western,django unchained
Gary Trousdale,Demi Moore,Bill Fagerbakke,Bill Fagerbakke,Animation Drama Family Musical Romance,the hunchback of notre dame
Mark Dindal,Eartha Kitt,John Fiedler,John Fiedler,Adventure Animation Comedy Family Fantasy,the emperor's new groove
Simon West,Jason Statham,Bruce Willis,Bruce Willis,Action Adventure Thriller,the expendables 2
Jon Turteltaub,Nicolas Cage,Annie Parisse,Annie Parisse,Action Adventure Comedy Family Mystery,national treasure
Stefen Fangmeier,Djimon Hounsou,Gary Lewis,Gary Lewis,Action Adventure Family Fantasy,eragon
Spike Jonze,Catherine O'Hara,Max Records,Max Records,Adventure Drama Family Fantasy,where the wild things are
Joe Wright,Hugh Jackman,Nonso Anozie,Nonso Anozie,Adventure Family Fantasy,pan
Chris Wedge,Josh Hutcherson,Troy Evans,Troy Evans,Adventure Animation Family Fantasy,epic
Florian Henckel von Donnersmarck,Johnny Depp,Rufus Sewell,Rufus Sewell,Action Romance Thriller,the tourist
Peter Hyams,CCH Pounder,Udo Kier,Udo Kier,Action Fantasy Horror Mystery,end of days
Edward Zwick,Leonardo DiCaprio,Stephen Collins,Stephen Collins,Adventure Drama Thriller,blood diamond
Martin Scorsese,Leonardo DiCaprio,Jon Favreau,Jon Favreau,Biography Comedy Crime Drama,the wolf of wall street
Joel Schumacher,Michael Gough,Debi Mazar,Debi Mazar,Action Adventure Fantasy,batman forever
Paul Verhoeven,Jake Busey,Seth Gilliam,Seth Gilliam,Action Sci-Fi War,starship troopers
Tom Tykwer,Tom Hanks,Jim Broadbent,Jim Broadbent,Drama Sci-Fi,cloud atlas
Zack Snyder,Abbie Cornish,Anthony LaPaglia,Anthony LaPaglia,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole
Pitof,Frances Conroy,Alex Borstein,Alex Borstein,Action Crime Fantasy Romance Thriller,catwoman
Brett Ratner,Dwayne Johnson,Ingrid Bolsø Berdal,Ingrid Bolsø Berdal,Action Adventure,hercules
Ron Clements,Joseph Gordon-Levitt,Michael Wincott,Michael Wincott,Adventure Animation Family Sci-Fi,treasure planet
Brad Silberling,Will Ferrell,Bobb'e J. Thompson,Bobb'e J. Thompson,Adventure Comedy Sci-Fi,land of the lost
Patrick Hughes,Jason Statham,Harrison Ford,Harrison Ford,Action Adventure Thriller,the expendables 3
Ericson Core,Ray Winstone,Delroy Lindo,Delroy Lindo,Action Crime Sport Thriller,point break
Lawrence Guterman,Jamie Kennedy,Ben Stein,Ben Stein,Comedy Family Fantasy,son of the mask
Ron Howard,Chris Hemsworth,Frank Dillane,Frank Dillane,Action Adventure Biography Drama History Thriller,in the heart of the sea
Ron Underwood,Rosario Dawson,Burt Young,Burt Young,Action Comedy Sci-Fi,the adventures of pluto nash
Paul Greengrass,Matt Damon,Igal Naor,Igal Naor,Action Drama Thriller War,green zone
Steve Martino,Francesca Capaldi,Bill Melendez,Bill Melendez,Adventure Animation Comedy Family,the peanuts movie
David Mamet,Ben Gazzara,Campbell Scott,Campbell Scott,Drama Mystery Thriller,the spanish prisoner
Stephen Sommers,Dwayne Johnson,Patricia Velasquez,Patricia Velasquez,Action Adventure Fantasy Thriller,the mummy returns
Martin Scorsese,Leonardo DiCaprio,Jim Broadbent,Jim Broadbent,Crime Drama,gangs of new york
Yimou Zhang,Christian Bale,Shigeo Kobayashi,Shigeo Kobayashi,Drama History Romance War,the flowers of war
Ash Brannon,Jeff Bridges,Jon Heder,Jon Heder,Animation Comedy Family Sport,surf's up
Frank Oz,Jon Lovitz,Roger Bart,Roger Bart,Comedy Sci-Fi Thriller,the stepford wives
Ridley Scott,Ioan Gruffudd,Ewen Bremner,Ewen Bremner,Drama History War,black hawk down
Jay Roach,Will Ferrell,Katherine LaNasa,Katherine LaNasa,Comedy,the campaign
Luc Besson,Milla Jovovich,Gary Oldman,Gary Oldman,Action Adventure Sci-Fi,the fifth element
Michael Patrick King,Chris Noth,Kristin Davis,Kristin Davis,Comedy Drama Romance,sex and the city 2
Bibo Bergeron,Frank Welker,Elton John,Elton John,Adventure Animation Comedy Family Romance,the road to el dorado
Steve Martino,Peter Dinklage,Drake,Drake,Adventure Animation Comedy Family,ice age: continental drift
Kenneth Branagh,Hayley Atwell,Lily James,Lily James,Drama Family Fantasy Romance,cinderella
Peter Jackson,Michael Imperioli,Tom McCarthy,Tom McCarthy,Drama Fantasy Thriller,the lovely bones
Andrew Stanton,Alexander Gould,Brad Garrett,Brad Garrett,Adventure Animation Comedy Family,finding nemo
Peter Jackson,Orlando Bloom,Bernard Hill,Bernard Hill,Action Adventure Drama Fantasy,the lord of the rings: the return of the king
Peter Jackson,Christopher Lee,Billy Boyd,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the two towers
Sergey Bodrov,Jeff Bridges,Olivia Williams,Olivia Williams,Action Adventure Fantasy,seventh son
Simon West,Angelina Jolie Pitt,Chris Barrie,Chris Barrie,Action Adventure Fantasy Thriller,lara croft: tomb raider
Wally Pfister,Johnny Depp,Clifton Collins Jr.,Clifton Collins Jr.,Drama Mystery Romance Sci-Fi Thriller,transcendence
Joe Johnston,Michael Jeter,Alessandro Nivola,Alessandro Nivola,Action Adventure Sci-Fi Thriller,jurassic park iii
Rupert Wyatt,James Franco,Tyler Labine,Tyler Labine,Action Drama Sci-Fi Thriller,rise of the planet of the apes
Mark Waters,Martin Short,Joan Plowright,Joan Plowright,Adventure Family Fantasy,the spiderwick chronicles
John Moore,Bruce Willis,Megalyn Echikunwoke,Megalyn Echikunwoke,Action Thriller,a good day to die hard
John Lee Hancock,Dennis Quaid,Jordi Mollà,Jordi Mollà,Drama History War Western,the alamo
Brad Bird,Holly Hunter,Lou Romano,Lou Romano,Action Adventure Animation Family,the incredibles
Renny Harlin,Christopher Masterson,Matthew Modine,Matthew Modine,Action Adventure Comedy,cutthroat island
Chris Columbus,Logan Lerman,Steve Coogan,Steve Coogan,Adventure Family Fantasy,percy jackson & the olympians: the lightning thief
Barry Sonnenfeld,Will Smith,Linda Fiorentino,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi,men in black
John Lasseter,Tom Hanks,Wayne Knight,Wayne Knight,Adventure Animation Comedy Family Fantasy,toy story 2
Tony Scott,Denzel Washington,Ethan Suplee,Ethan Suplee,Action Thriller,unstoppable
Brett Ratner,Mei Melançon,Harris Yulin,Harris Yulin,Action Comedy Crime Thriller,rush hour 2
Robert Zemeckis,Harrison Ford,Miranda Otto,Miranda Otto,Drama Fantasy Horror Mystery Thriller,what lies beneath
Phil Lord,Will Forte,Al Roker,Al Roker,Animation Comedy Family Sci-Fi,cloudy with a chance of meatballs
Carlos Saldanha,Denis Leary,Kelly Keaton,Kelly Keaton,Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs
Ben Stiller,Adam Scott,Joey Slotnick,Joey Slotnick,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty
McG,Bill Murray,Kelly Lynch,Kelly Lynch,Action Adventure Comedy Crime Thriller,charlie's angels
Martin Scorsese,Leonardo DiCaprio,Ray Winstone,Ray Winstone,Crime Drama Thriller,the departed
Tony Bancroft,Ming-Na Wen,June Foray,June Foray,Adventure Animation Family Fantasy Musical War,mulan
Ben Stiller,Robert Downey Jr.,Brandon T. Jackson,Brandon T. Jackson,Action Comedy,tropic thunder
David Fincher,Robin Wright,Joely Richardson,Joely Richardson,Crime Drama Mystery Thriller,the girl with the dragon tattoo
John McTiernan,Bruce Willis,Kevin Chamberlin,Kevin Chamberlin,Action Adventure Thriller,die hard with a vengeance
Guy Ritchie,Robert Downey Jr.,Robert Maillet,Robert Maillet,Action Adventure Crime Mystery Thriller,sherlock holmes
Timur Bekmambetov,Morgan Freeman,Moises Arias,Moises Arias,Adventure Drama History,ben-hur
Gary Trousdale,Leonard Nimoy,Cree Summer,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire
Walt Becker,Bella Thorne,Jesse McCartney,Jesse McCartney,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: the road chip
Bryan Singer,Tom Cruise,Thomas Kretschmann,Thomas Kretschmann,Drama History Thriller War,valkyrie
Dennis Dugan,Adam Sandler,Kevin Nealon,Kevin Nealon,Action Comedy,you don't mess with the zohan
Chris Columbus,Peter Dinklage,Josh Gad,Josh Gad,Action Animation Comedy Sci-Fi,pixels
Steven Spielberg,Haley Joel Osment,Kevin Sussman,Kevin Sussman,Adventure Drama Sci-Fi,a.i. artificial intelligence
Rob Minkoff,Marsha Thomason,Marc John Jefferies,Marc John Jefferies,Comedy Family Fantasy Horror Mystery,the haunted mansion
Robert Zemeckis,Matthew McConaughey,Larry King,Larry King,Drama Mystery Sci-Fi Thriller,contact
Paul Verhoeven,Greg Grunberg,Joey Slotnick,Joey Slotnick,Action Horror Sci-Fi Thriller,hollow man
Sydney Pollack,Curtiss Cook,Michael Wright,Michael Wright,Crime Mystery Thriller,the interpreter
Thor Freudenthal,Logan Lerman,Brandon T. Jackson,Brandon T. Jackson,Adventure Family Fantasy,percy jackson: sea of monsters
Jan de Bont,Gerard Butler,Djimon Hounsou,Djimon Hounsou,Action Adventure Fantasy,lara croft tomb raider: the cradle of life
Jon M. Chu,Daniel Radcliffe,Sanaa Lathan,Sanaa Lathan,Action Adventure Comedy Crime Mystery Thriller,now you see me 2
Phillip Noyce,Alun Armstrong,Velibor Topic,Velibor Topic,Action Adventure Romance Sci-Fi Thriller,the saint
Tony Scott,Brad Pitt,Catherine McCormack,Catherine McCormack,Action Crime Thriller,spy game
Brian De Palma,Don Cheadle,Kim Delaney,Kim Delaney,Adventure Sci-Fi Thriller,mission to mars
Carlos Saldanha,Anne Hathaway,Will.i.am,Will.i.am,Adventure Animation Comedy Family Musical,rio
Chris Columbus,Robin Williams,John Michael Higgins,John Michael Higgins,Comedy Drama Sci-Fi,bicentennial man
Mick Jackson,Don Cheadle,Gaby Hoffmann,Gaby Hoffmann,Action Drama Sci-Fi Thriller,volcano
Alan J. Pakula,Harrison Ford,Natascha McElhone,Natascha McElhone,Action Crime Drama Thriller,the devil's own
Kathryn Bigelow,Liam Neeson,Lex Shrapnel,Lex Shrapnel,Drama History Thriller War,k-19: the widowmaker
Josh Trank,Tim Blake Nelson,Tim Heidecker,Tim Heidecker,Action Adventure Sci-Fi,fantastic four
John Milius,William Smith,Sandahl Bergman,Sandahl Bergman,Adventure Fantasy,conan the barbarian
Ron Howard,Paddy Considine,Rosemarie DeWitt,Rosemarie DeWitt,Biography Drama Sport,cinderella man
Andrey Konchalovskiy,Shirley Henderson,Richard E. Grant,Richard E. Grant,Action Family Fantasy Musical,the nutcracker in 3d
Gary Ross,Jeff Bridges,Michael O'Neill,Michael O'Neill,Drama History Sport,seabiscuit
Jan de Bont,Philip Seymour Hoffman,Jami Gertz,Jami Gertz,Action Adventure Drama Thriller,twister
Rob Cohen,Paul Walker,Jordana Brewster,Jordana Brewster,Action Crime Thriller,the fast and the furious
Robert Zemeckis,Tom Hanks,Nick Searcy,Nick Searcy,Adventure Drama Romance,cast away
George Miller,Robin Williams,Elizabeth Daily,Elizabeth Daily,Animation Comedy Family Music Romance,happy feet
Paul Greengrass,Matt Damon,Oksana Akinshina,Oksana Akinshina,Action Mystery Thriller,the bourne supremacy
Wolfgang Petersen,Harrison Ford,Dean Stockwell,Dean Stockwell,Action Adventure Drama Thriller,air force one
Steven Soderbergh,Brad Pitt,Elliott Gould,Elliott Gould,Crime Thriller,ocean's eleven
Paul W.S. Anderson,Milla Jovovich,Orlando Bloom,Orlando Bloom,Action Adventure Romance,the three musketeers
Genndy Tartakovsky,Steve Buscemi,Jon Lovitz,Jon Lovitz,Animation Comedy Family Fantasy,hotel transylvania
Kevin Lima,Jeff Bennett,Fred Tatasciore,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance,enchanted
unknown,Caroline Dhavernas,Hettienne Park,Hettienne Park,Crime Drama Horror Mystery Thriller,hannibal            
Daniel Espinosa,Denzel Washington,Sam Shepard,Sam Shepard,Action Crime Mystery Thriller,safe house
Kevin Lima,Ioan Gruffudd,Jim Carter,Jim Carter,Adventure Comedy Family,102 dalmatians
Brett Ratner,Matthew Broderick,Judd Hirsch,Judd Hirsch,Action Comedy Crime,tower heist
Nancy Meyers,Kate Winslet,Sarah Parish,Sarah Parish,Comedy Romance,the holiday
Tony Scott,Will Smith,Lisa Bonet,Lisa Bonet,Action Crime Drama Mystery Thriller,enemy of the state
Nancy Meyers,Meryl Streep,Zoe Kazan,Zoe Kazan,Comedy Drama Romance,it's complicated
Steven Soderbergh,Al Pacino,Brad Pitt,Brad Pitt,Crime Thriller,ocean's thirteen
Roger Allers,Jon Favreau,Jane Krakowski,Jane Krakowski,Adventure Animation Comedy Family,open season
Neil Burger,Kate Winslet,Mekhi Phifer,Mekhi Phifer,Adventure Mystery Sci-Fi,divergent
Jean-Jacques Annaud,Bob Hoskins,Clemens Schick,Clemens Schick,Drama History War,enemy at the gates
Peter Berg,Dwayne Johnson,Ewen Bremner,Ewen Bremner,Action Adventure Comedy Thriller,the rundown
John McTiernan,F. Murray Abraham,Joan Plowright,Joan Plowright,Action Adventure Comedy Fantasy,last action hero
Rob Marshall,Li Gong,Karl Yune,Karl Yune,Drama Romance,memoirs of a geisha
Justin Lin,Amber Stevens West,Nikki Griffin,Nikki Griffin,Action Crime Thriller,the fast and the furious: tokyo drift
Sarah Smith,Jim Broadbent,Michael Palin,Michael Palin,Adventure Animation Comedy Family Fantasy,arthur christmas
Martin Brest,Anthony Hopkins,Jake Weber,Jake Weber,Drama Fantasy Romance,meet joe black
Andrew Davis,Raymond Cruz,Jsu Garcia,Jsu Garcia,Action Drama Thriller,collateral damage
Bob Fosse,Roy Scheider,Max Wright,Max Wright,Comedy Drama Music Musical,all that jazz
Tarsem Singh,Julia Roberts,Danny Woodburn,Danny Woodburn,Adventure Comedy Drama Family Fantasy,mirror mirror
Edgar Wright,Anna Kendrick,Ellen Wong,Ellen Wong,Action Comedy Fantasy Romance,scott pilgrim vs. the world
Jon Amiel,Glenn Morshower,Rekha Sharma,Rekha Sharma,Action Adventure Sci-Fi Thriller,the core
Peter Segal,Larry Miller,Chris Elliott,Chris Elliott,Comedy Romance Sci-Fi,nutty professor ii: the klumps
Raja Gosnell,Sarah Michelle Gellar,Miguel A. Núñez Jr.,Miguel A. Núñez Jr.,Adventure Comedy Mystery,scooby-doo
Pete Travis,Wood Harris,Rakie Ayola,Rakie Ayola,Action Sci-Fi,dredd
Frank Coraci,Adam Sandler,Julie Kavner,Julie Kavner,Comedy Drama Fantasy Romance,click
George A. Romero,Ted Danson,Adrienne Barbeau,Adrienne Barbeau,Comedy Fantasy Horror,creepshow
Brad Peyton,Jack McBrayer,Katt Williams,Katt Williams,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore
Doug Liman,Kristen Stewart,Tom Hulce,Tom Hulce,Action Adventure Sci-Fi Thriller,jumper
Guillermo del Toro,Seth MacFarlane,Brian Steele,Brian Steele,Action Adventure Fantasy Horror Sci-Fi,hellboy ii: the golden army
David Fincher,Robert Downey Jr.,Anthony Edwards,Anthony Edwards,Crime Drama History Mystery Thriller,zodiac
